name	highway	maxheight	@lat	@lon
			51.4797132	-0.0545321
			51.5089178	0.0404577
			51.5089730	0.0390833
			51.5088791	0.0386186
			51.5047119	0.0398139
			51.5047181	0.0394619
			51.3950094	-0.0275794
			51.4870677	-0.0951512
			51.4866607	-0.0966812
			51.5798119	-0.3527614
			51.5795432	-0.3525242
			51.4634968	-0.1147301
			51.4772116	-0.1425400
			51.4769557	-0.1424758
			51.4765887	-0.1422104
			51.4762342	-0.1418113
			51.4639168	-0.1168694
			51.4638010	-0.1173373
			51.4640172	-0.1168023
			51.5853324	-0.0559504
			51.4632214	-0.1126494
			51.5300343	0.0048657
			51.3859032	-0.2534127
			51.3857425	-0.2531724
			51.5247569	-0.0196369
			51.5261374	-0.0227012
			51.5276666	-0.0225553
			51.5248904	-0.0203579
			51.5247516	-0.0205124
			51.5246181	-0.0205553
			51.5243793	-0.0205044
			51.5540133	0.0202348
			51.5108555	-0.0685425
			51.5207074	-0.0271343
			51.5024265	-0.2265576
			51.5024410	-0.2264877
			51.3923822	-0.0274785
			51.3939483	-0.0273734
			51.4035801	-0.0550791
			51.4884559	-0.0578074
			51.5039276	-0.4067074
			51.5039194	-0.4071690
			51.4951672	0.0618178
			51.4983924	0.0597209
			51.4980200	0.0597263
			51.4978478	0.0598034
			51.4976848	0.0601686
			51.5417826	-0.1355416
			51.5481813	-0.1464734
			51.5483200	-0.1461838
			51.4823426	-0.0398459
			51.5356439	-0.1290840
			51.3178757	-0.1603264
			51.3180218	-0.1601709
			51.3176020	-0.1611093
			51.3176695	-0.1610795
			51.5098342	-0.0471713
			51.5087279	-0.0483335
			51.5018063	-0.0497766
		4.1	51.5937982	-0.3381111
			51.5844677	-0.3623616
			51.5849166	-0.3619089
			51.5937290	-0.3383613
			51.3655654	-0.2994858
			51.3652624	-0.2990212
			51.5934703	-0.3820661
			51.5335619	-0.1286769
			51.5339759	-0.1272589
			51.5335364	-0.1284414
			51.5339117	-0.1272054
			51.5843113	-0.0600795
			51.5316643	-0.0194518
			51.5315146	-0.0189773
			51.5935700	-0.2371824
			51.3651235	-0.2987916
			51.4960812	-0.2729910
			51.4955119	-0.2727839
			51.4949893	-0.2727391
			51.4944816	-0.2728164
			51.4938789	-0.2731563
			51.4936554	-0.2733089
			51.4935669	-0.2734305
			51.5922850	-0.0700149
			51.5076392	0.0403338
		4.3	51.5081918	0.0449267
		4.3	51.5081089	0.0452395
			51.3103350	-0.1542242
			51.3840567	-0.2613245
			51.4038899	-0.2568864
			51.5081462	0.0400483
			51.5052802	0.0398023
			51.5052857	0.0396554
			51.3848435	-0.2004022
			51.3690175	-0.2941617
			51.5447251	-0.0322448
			51.3689429	-0.1653555
			51.6160110	-0.1861013
			51.5164304	-0.2132888
			51.5030537	-0.1112867
			51.5598485	-0.4069842
			51.5596368	-0.4074471
			51.5047308	-0.0059621
	crossing		51.5175366	-0.0939383
			51.3764683	0.0039603
			51.5104037	-0.0448563
	crossing		51.4943013	-0.2339612
			51.4938881	-0.2340547
		4.5	51.5569706	-0.3622387
			51.5576149	-0.3623676
			51.5114371	-0.0687422
	traffic_signals		51.5573574	-0.3622434
			51.3990904	-0.0738446
	mini_roundabout		51.5034189	-0.1116374
			51.5797581	-0.0728082
			51.5732475	-0.4130192
		2	51.5366491	0.0078730
			51.5312692	-0.2983906
			51.5310396	-0.2985094
			51.5310250	-0.2985152
			51.4454296	-0.3387939
			51.5412846	-0.3401713
			51.4635938	-0.3053527
			51.5070187	-0.0949208
	traffic_signals		51.5611638	-0.4121741
			51.4496889	-0.3306115
			51.4498021	-0.3303094
			51.3990548	-0.0737623
			51.4785728	-0.0541546
			51.5473478	-0.0461613
			51.5107915	-0.1188020
			51.5112082	-0.1191253
			51.5120569	-0.1188802
			51.5131897	-0.1175641
			51.5127387	-0.1183372
			51.5136280	-0.1177473
			51.5020558	0.0021515
			51.5014948	0.0002433
			51.5136373	-0.1154526
			51.5136809	-0.1154377
			51.5060624	-0.1162260
			51.5021543	0.0300255
			51.5660927	0.0022634
			51.5116511	-0.1189679
			51.5124226	-0.1186803
			51.5128868	-0.1180943
			51.5385484	-0.0262177
			51.3888803	-0.0246516
			51.3891158	-0.0253995
			51.3895046	-0.0262146
			51.3894934	-0.0263554
	crossing		51.5238982	-0.1433644
			51.5270693	-0.1368380
			51.5272188	-0.1369930
			51.4116681	-0.1234130
			51.4204117	-0.1386002
			51.4205614	-0.1389027
			51.5193145	-0.1603327
	crossing		51.4039920	-0.0554823
			51.5389700	-0.1008843
			51.4418225	-0.3673048
			51.5343229	-0.1729328
St John's Wood Car Park		2	51.5342147	-0.1731685
			51.4790372	-0.0538243
			51.5416629	-0.3020449
			51.4986998	-0.1787217
		4.8	51.5405129	-0.2991790
		3.2	51.5415386	-0.3021610
		4.648	51.5543518	-0.3044299
			51.5602732	-0.3062682
			51.5602590	-0.3080396
			51.5602687	-0.3086321
			51.5602594	-0.3084194
			51.5011225	-0.1627232
		2.0	51.3733930	-0.2870007
			51.4069620	-0.1638620
			51.4066609	-0.1640444
			51.4064933	-0.1640457
			51.4061880	-0.1640296
			51.4061007	-0.1640299
			51.3913710	-0.0278616
			51.3914118	-0.0278308
			51.3916747	-0.0276582
			51.3915395	-0.0277424
			51.5568917	0.0175380
			51.5234142	-0.0424213
			51.5232783	-0.0423434
			51.5434646	-0.0255466
			51.5738606	-0.0149544
			51.4862133	-0.0960413
			51.4856367	-0.0974187
			51.4857079	-0.0974367
		4.6	51.4856682	-0.0960030
			51.4509008	0.1918129
			51.4506936	0.1918489
			51.6473610	-0.0738796
			51.6474316	-0.0745824
			51.4733973	-0.0573196
	crossing		51.4734044	-0.0573611
			51.5203847	-0.1459040
			51.5364976	-0.1049574
			51.5193542	-0.1333152
			51.5173169	-0.1379165
			51.5174391	-0.1376927
			51.5224729	-0.1400865
			51.5224835	-0.1402391
			51.5224669	-0.1401639
			51.5228579	-0.1392339
			51.5228095	-0.1392598
			51.5228332	-0.1392459
			51.5221965	-0.1380399
			51.4816335	-0.0426353
			51.5565507	-0.3983740
			51.4897857	-0.1223518
			51.4897276	-0.1218733
			51.5006043	-0.1164618
		3.2	51.5363527	-0.1038574
			51.5390195	-0.1008556
			51.5056834	-0.0071023
			51.4981634	0.0023978
			51.5102674	-0.0457785
			51.5099584	-0.0468878
			51.5086709	-0.0483657
			51.5094824	-0.0476793
			51.5016670	-0.0498678
			51.5017646	-0.0497954
			51.5041022	-0.0488233
			51.5041619	-0.0488046
			51.5042119	-0.0487911
			51.6077547	-0.2089406
Baynard House Car Park		1.85	51.5118468	-0.1000953
			51.4974534	0.0020276
			51.4968789	0.0021857
			51.4914585	-0.1205271
			51.4913497	-0.1199868
			51.4646150	0.0999703
			51.4644709	0.1000370
			51.4719930	-0.1771282
			51.4723740	-0.1769000
			51.4722076	-0.1769900
			51.5148768	-0.2161183
			51.5166344	-0.2135872
			51.5150358	-0.2173006
			51.5130179	-0.1177803
			51.4848674	0.1737856
			51.4846174	0.1733964
			51.4844696	0.1730519
			51.4844223	0.1726420
			51.4959187	0.1288239
			51.4126706	-0.1269323
			51.5467975	-0.0550738
			51.5619784	-0.4130023
			51.4127685	-0.1266718
			51.4141155	-0.1299086
			51.4139759	-0.1300937
			51.3996848	0.0327815
			51.3995764	0.0325813
			51.4001271	0.0363925
			51.4008536	0.0592183
			51.4047777	0.0586812
			51.4199050	0.0227313
			51.4044717	0.0582194
			51.4394725	0.1452299
			51.5300486	-0.0213359
			51.4411212	0.1511501
			51.5115673	-0.0065622
			51.5114900	-0.0068143
			51.5114556	-0.0068945
			51.5113493	-0.0070504
			51.5112468	-0.0071115
			51.5110812	-0.0071115
			51.5106598	-0.0070021
			51.5103877	-0.0069238
			51.5101143	-0.0068798
			51.4467387	0.0308443
			51.4464177	0.0308787
			51.4461449	0.0309044
			51.4457503	0.0309866
			51.5088294	0.0384453
			51.5087865	0.0383573
			51.5086491	0.0384335
			51.5086343	0.0385443
			51.5085886	0.0392470
			51.4804951	-0.0311753
			51.4803830	-0.0303560
			51.4803259	-0.0303707
			51.5017222	-0.4253951
			51.5236622	-0.0639480
			51.5232543	-0.0641019
			51.5237030	-0.0633226
			51.5239032	-0.0603622
			51.5240832	-0.0583881
			51.5237014	-0.0582994
			51.4787054	-0.0260525
			51.4783417	-0.0229660
			51.5188387	-0.2072846
			51.4539362	-0.0037635
			51.4540296	-0.0035534
			51.4827262	-0.0368612
			51.4826712	-0.0370314
			51.5846828	-0.2190516
			51.5524510	-0.2487319
			51.5523336	-0.2486890
			51.5077277	-0.1427349
			51.5078477	-0.1424621
			51.5130937	-0.1176436
			51.5364930	-0.1049309
			51.4480223	0.0303260
			51.5133955	-0.1815510
			51.5734143	-0.2944592
			51.5733604	-0.2953317
			51.5733739	-0.2957708
			51.5736359	-0.0152677
			51.5271580	-0.1159248
			51.5271216	-0.1160881
			51.5348788	-0.0541802
			51.5232281	-0.1387514
			51.5225248	-0.1355916
			51.5222484	-0.1378056
			51.4877768	-0.1227186
			51.4877605	-0.1222511
			51.5109638	-0.0668514
			51.3945397	-0.0274250
			51.4938037	-0.1454212
			51.5161675	-0.1787564
			51.5160142	-0.1785187
			51.5148548	-0.1546059
			51.4506073	-0.0947257
			51.5614517	-0.2810866
	crossing		51.5796038	-0.3526012
		4.4	51.5797114	-0.3526967
			51.5799444	-0.3528445
		2.2	51.5677310	-0.3552611
			51.5679914	-0.3555911
			51.5614554	-0.2812884
			51.5614562	-0.2814738
			51.5617683	-0.2811871
	crossing		51.5617629	-0.2814722
		4.87	51.5764184	-0.3084285
	traffic_signals		51.5573679	-0.3624150
			51.4945483	0.0611604
			51.5429022	-0.4779443
			51.4016268	-0.2684236
	traffic_signals		51.5468428	-0.0550631
			51.4641630	-0.2102843
			51.5105673	-0.0727466
			51.5334805	-0.0579056
			51.5334898	-0.0576939
			51.5377663	-0.0582511
			51.5348666	-0.0541290
			51.5583155	-0.2122344
			51.5484988	-0.1283606
			51.5474652	-0.1298041
			51.5525800	-0.2488271
			51.5217182	-0.0921412
			51.3980333	-0.0425700
			51.3983975	-0.0422340
			51.3984678	-0.0422340
			51.3985291	-0.0422603
			51.5471904	-0.0476535
			51.5472990	-0.0476470
			51.5471928	-0.0478468
			51.5107673	-0.0303673
			51.5105348	-0.0289988
			51.5246257	-0.0152694
			51.5244232	-0.0194224
			51.5207709	-0.0274437
			51.5244364	-0.0205236
			51.5259859	-0.0223887
			51.5245191	-0.0151865
			51.5241672	-0.0564898
			51.5239460	-0.0564860
			51.5243289	-0.0554827
			51.4980359	-0.0731809
			51.4981020	-0.0724166
			51.5039851	0.0710848
			51.5040683	0.0708244
			51.5207032	-0.1515866
			51.5208199	-0.1510410
			51.5206979	-0.1516986
		4.6	51.5649203	-0.3526146
			51.5357125	-0.1294431
			51.4653521	-0.0111508
			51.4581461	-0.0130238
			51.4199875	0.0225220
			51.5115827	-0.0786494
			51.3875531	-0.0236607
			51.3878204	-0.0236206
			51.4630031	-0.1126167
			51.4628038	-0.1126503
			51.4628614	-0.1126447
			51.4626744	-0.1127596
			51.5116411	-0.0786264
			51.5236050	-0.1271037
			51.5120911	-0.1621715
			51.5119991	-0.1622294
			51.5121230	-0.1621052
			51.5121457	-0.1619767
			51.5119104	-0.1622184
			51.5090220	-0.1592294
			51.5093755	-0.1566577
			51.5092205	-0.1593074
			51.5114928	-0.1601999
			51.5090415	-0.1590968
			51.5171562	-0.1360122
			51.5118633	-0.1167378
			51.5136532	-0.1115480
			51.5630640	0.0095571
			51.5150068	-0.1080815
			51.5150361	-0.1076931
"Tudor Street Gate, Temple"			51.5125557	-0.1084348
			51.5125739	-0.1087831
			51.5125557	-0.1087545
			51.5144072	-0.1363715
			51.5480183	-0.1470944
			51.5043896	-0.0000695
			51.5035482	0.0013145
			51.5030680	0.0017753
			51.5931479	-0.2350508
			51.5251160	-0.0952082
			51.5251519	-0.0949760
			51.5251961	-0.0946226
			51.5252199	-0.0944527
			51.4921913	-0.2215517
		1.98	51.4636427	-0.3055315
			51.5485030	-0.1471923
			51.5143311	-0.1325870
			51.5112103	-0.0686537
			51.5113680	-0.0669037
			51.5080001	0.0391528
			51.4976210	-0.0987160
			51.5025840	-0.1531188
			51.5437482	-0.1662480
			51.5436518	-0.1662197
			51.5436642	-0.1661182
			51.5433517	-0.1660196
			51.5432792	-0.1666139
			51.5435917	-0.1667125
			51.5850456	-0.2194042
			51.5187119	-0.1370091
			51.4918888	-0.1192765
			51.5174540	-0.0936913
			51.5158410	-0.2219517
			51.4977757	-0.1547191
			51.4978936	-0.1548983
			51.5931943	-0.2352408
			51.5874877	-0.2208945
			51.5855336	-0.2197808
			51.5084915	-0.1389985
			51.5085912	-0.1390800
			51.4066733	-0.1640380
			51.4064220	-0.1640426
			51.5151866	-0.1258369
			51.5230269	-0.0753402
			51.5229050	-0.0753570
			51.5227715	-0.0753623
			51.5569054	-0.3977312
			51.4562668	0.2004629
			51.4562416	0.2016753
			51.4561778	0.2007663
			51.4562433	0.2014473
			51.4561380	0.2002671
			51.5120262	-0.0417876
		1.98	51.5792862	-0.3426356
			51.5466012	-0.2044599
	crossing		51.5176767	-0.0935836
			51.5368534	-0.3223674
			51.5363474	-0.3203747
			51.5372585	-0.3239463
			51.5369259	-0.3224938
			51.5366495	-0.3214960
			51.5371022	-0.3233070
			51.5361930	-0.3195459
			51.5366639	-0.3216740
			51.5370893	-0.3231295
			51.5363007	-0.3202144
			51.5362057	-0.3197964
			51.5303170	-0.2961763
			51.5088150	-0.1228927
			51.5088261	-0.1230404
			51.5088178	-0.1229717
			51.5088166	-0.1231022
			51.4613027	-0.1872271
			51.5472357	-0.0460838
			51.5469087	-0.0458227
The New Blackwall Tunnel			51.5091084	-0.0065727
			51.5090319	-0.0071436
			51.5284392	0.0047913
			51.5285446	0.0048566
			51.4835451	-0.1706612
			51.4835765	-0.1705578
			51.4742790	-0.4867162
			51.4740326	-0.4813464
			51.4740008	-0.4870093
			51.4742552	-0.4815353
			51.4743078	-0.4830192
			51.4743018	-0.4854045
			51.4741267	-0.4869663
			51.4743139	-0.4818369
			51.4742107	-0.4814598
			51.4735857	-0.4813424
			51.4741769	-0.4869192
			51.4742548	-0.4867848
			51.4740968	-0.4813640
			51.4743109	-0.4822423
			51.4746367	-0.0970533
			51.4747271	-0.0965801
			51.5133796	-0.1176225
			51.5483271	-0.4002075
			51.5339713	-0.1272728
			51.5356202	-0.1287806
			51.5356237	-0.1288860
			51.5517377	0.0252406
			51.5037329	-0.2796549
			51.5037394	-0.2797706
			51.4126476	-0.1270071
			51.4990597	-0.1753645
			51.5134991	-0.1627363
			51.4827390	-0.1859076
			51.4827677	-0.1859606
			51.4846286	-0.1838428
			51.4845606	-0.1837476
			51.4857654	-0.1477320
			51.5120574	-0.1004448
			51.5119630	-0.1004667
			51.5118526	-0.1004800
			51.5215992	-0.1645426
			51.5216479	-0.1643649
			51.4841618	-0.1768350
			51.4922713	-0.1469797
			51.4891937	-0.1657514
			51.4891612	-0.1658927
			51.4925161	-0.1633169
			51.4924602	-0.1632279
			51.4892384	-0.1652548
			51.4892069	-0.1653919
			51.5238770	-0.1665433
			51.5239169	-0.1666030
			51.5240342	-0.1662811
			51.5240586	-0.1663146
			51.5190059	-0.1616827
			51.5189803	-0.1618275
			51.5093786	-0.1973702
			51.5093687	-0.1974900
			51.4945272	-0.1900708
			51.5576922	-0.3624494
			51.5020177	-0.1914009
			51.4994866	-0.1981700
			51.5977534	-0.3916878
			51.5978930	-0.3916016
			51.5806695	-0.0726335
		2.7	51.5979635	-0.3915338
			51.5085633	0.0391490
			51.5087052	0.0383489
			51.5085514	0.0391025
			51.5085615	0.0389851
			51.5086679	0.0383826
			51.5089923	0.0394888
			51.4703186	-0.1644539
			51.5301457	0.0050505
			51.5284936	0.0047999
			51.5299912	0.0048108
			51.5285992	0.0048834
			51.4949279	0.0611377
			51.4947569	0.0611112
			51.5150442	-0.2011861
			51.5151247	-0.1999600
			51.5151905	-0.1999813
			51.5149709	-0.2011634
			51.4780993	-0.0176733
			51.4778686	-0.0176614
			51.4998598	-0.1570644
			51.4999034	-0.1568187
			51.5508995	-0.0185563
			51.5510134	-0.0176750
			51.4921733	-0.1466897
			51.4941838	-0.1444108
			51.4939430	-0.1447480
			51.4937490	-0.1455071
			51.4938949	-0.1453697
			51.4938970	-0.1449367
			51.4940293	-0.1445905
			51.4942447	-0.1443465
			51.4938849	-0.1450425
			51.4943207	-0.1444026
			51.4943366	-0.1450239
			51.4944225	-0.1447593
			51.4942907	-0.1443411
			51.4939542	-0.1447059
			51.4942948	-0.1450546
			51.4938999	-0.1449111
			51.4944568	-0.1449044
			51.4944512	-0.1448535
			51.4941751	-0.1444209
			51.4938155	-0.1454058
			51.4942033	-0.1451267
			51.4944426	-0.1449459
			51.4939908	-0.1452942
			51.4938824	-0.1452028
			51.4940776	-0.1452258
			51.4940462	-0.1445709
			51.3367765	-0.1147622
			51.3369838	-0.1150760
			51.3254703	-0.1284111
			51.3255469	-0.1284452
			51.5010146	-0.1893935
			51.5009959	-0.1895026
			51.5855261	-0.0559986
			51.5854571	-0.0559975
			51.5038175	0.0422348
			51.5040361	0.0420026
			51.5048172	0.0395500
			51.5048292	0.0397567
			51.5086521	0.0402841
			51.5081409	0.0401875
			51.5089841	0.0399511
			51.5087894	0.0403290
			51.5089236	0.0400585
			51.5087981	0.0401309
			51.5088699	0.0401037
			51.5087090	0.0401285
			51.5089867	0.0398425
			51.5089872	0.0396990
			51.5087430	0.0403084
			51.5089198	0.0387977
			51.5087434	0.0383445
			51.5089830	0.0393033
			51.6177216	-0.0652650
			51.6177189	-0.0653754
			51.6251887	-0.0612464
			51.3538370	-0.0375688
			51.3538350	-0.0377424
			51.3538613	-0.0379208
			51.3545842	-0.0408808
			51.3546714	-0.0412736
			51.3544814	-0.0404752
			51.3547886	-0.0420050
			51.3540965	-0.0391009
			51.4815957	-0.0437036
			51.5275687	-0.0231426
			51.4735171	-0.4813405
			51.5179702	-0.1322505
			51.5180573	-0.1320130
			51.5177780	-0.2890923
			51.5178795	-0.2890118
			51.5179989	-0.2888832
			51.5180749	-0.2887949
			51.4975595	-0.1263925
Abingdon Street Car Park			51.4978692	-0.1263922
			51.3555474	-0.1933606
			51.5181636	-0.2886774
			51.3554000	-0.2115560
			51.5089160	-0.0482209
			51.5103422	-0.0453338
			51.5086085	-0.0483866
			51.5100669	-0.0465788
	crossing		51.5800199	-0.0727577
			51.5132790	-0.1175711
			51.5111119	-0.1190861
			51.5093098	-0.0478722
			51.5096784	-0.0474278
			51.5014845	-0.0501038
			51.5015738	-0.0499697
			51.5039160	-0.4069720
			51.5068133	-0.1230802
			51.5072534	-0.1227128
			51.3847423	-0.2624818
			51.5111761	-0.0785418
			51.4951434	0.0615901
			51.5580887	-0.2127154
			51.5452767	-0.2019225
			51.5004060	-0.1602247
			51.5004213	-0.1600873
			51.4922364	-0.2215771
			51.5206333	-0.1462901
			51.5207200	-0.1463306
			51.5207879	-0.1463644
			51.5238869	-0.0603595
			51.3691171	-0.1655001
			51.5125571	-0.1084001
			51.5517031	-0.0132143
			51.5158628	-0.1599717
			51.5158808	-0.1598477
			51.4786336	-0.0543028
			51.4727552	-0.4550002
			51.4740942	-0.4531058
			51.4740921	-0.4530183
			51.4740891	-0.4528858
			51.4740870	-0.4527971
			51.4795583	-0.4528474
			51.4795683	-0.4529190
			51.4795880	-0.4530480
			51.4796009	-0.4531270
			51.4797707	-0.4531413
			51.4797709	-0.4530504
			51.4797711	-0.4529224
			51.4797712	-0.4528461
			51.5022469	-0.1116782
			51.5026257	-0.1110610
			51.5026756	-0.1110231
			51.5027596	-0.1110299
			51.5028630	-0.1111090
			51.5030439	-0.1112757
			51.5033556	-0.1116273
			51.5123237	-0.0436674
			51.5070398	-0.0951709
		3.9	51.6177342	-0.0654993
			51.4803762	-0.2830668
			51.4803043	-0.2829703
			51.5930995	-0.2348597
			51.5234683	-0.1115588
			51.4950788	0.0050053
			51.4951947	0.0045115
			51.5122596	-0.1188057
			51.5131348	-0.1175963
			51.5125714	-0.1185429
			51.5135634	-0.1788400
			51.5136309	-0.1789524
			51.5111998	-0.0785434
			51.5113021	-0.0785823
	crossing		51.3634854	-0.3010056
			51.3634038	-0.3021756
			51.5126709	-0.1853958
			51.5215150	-0.0733912
			51.4590250	0.1997179
			51.5414204	-0.3022884
			51.5045779	-0.2250342
			51.5046291	-0.2248121
			51.5048710	-0.2250600
			51.5049095	-0.2248694
			51.5379603	-0.1275506
			51.5380907	-0.1275586
			51.5382306	-0.1274593
			51.3633550	-0.3021647
			51.4455125	0.0057783
			51.4973400	0.0021852
			51.4973692	0.0021187
			51.4973153	0.0023603
			51.4073349	0.0549607
			51.4073541	0.0550871
			51.4178244	-0.3826284
			51.4180704	-0.3823048
			51.5247768	-0.0902835
			51.5247505	-0.0904620
			51.5221563	-0.0818375
			51.5163810	-0.4010696
			51.4124405	-0.1275828
			51.4124782	-0.1274942
			51.4142277	-0.1297718
			51.5272036	-0.0784699
			51.5220781	-0.0818376
			51.3546866	-0.0418252
			51.3547305	-0.0416702
			51.4637012	-0.3057625
			51.5934636	-0.2365282
			51.4989458	-0.1761227
			51.4803453	-0.0304312
			51.4128603	-0.1264355
			51.4129256	-0.1262493
			51.4649874	-0.0381319
			51.4087472	-0.1155244
			51.6223648	-0.1356740
	crossing		51.3547633	-0.0424063
			51.5080047	-0.0076075
			51.5025414	0.0020554
			51.5083829	-0.0075599
			51.5038139	0.0009841
			51.5064027	-0.0037586
			51.5032927	0.0016106
			51.5060214	-0.0031685
			51.5028369	0.0019347
			51.5007201	-0.1164250
			51.5009594	-0.1161143
			51.4925512	-0.2300598
			51.4925834	-0.2300545
			51.4944698	-0.2303918
			51.4974181	0.0026176
			51.4975807	0.0026150
Brondesbury Station			51.5451775	-0.2018043
			51.5453312	-0.2019756
			51.5245076	-0.0565041
			51.5245240	-0.0573246
			51.5246402	-0.0565228
			51.5249208	-0.0565793
			51.5253126	-0.0566874
			51.5401349	-0.0581813
			51.4887984	-0.1226339
			51.4887585	-0.1221824
			51.4847695	-0.1230859
			51.4950200	-0.1159337
			51.4855539	-0.1234035
			51.4951201	-0.1163579
			51.5516551	-0.0174613
			51.5203105	-0.1436354
			51.4979594	0.1213052
			51.5794026	-0.3428217
			51.5795809	-0.3425509
			51.5796184	-0.3425450
			51.5796255	-0.3427467
			51.4416561	-0.3667371
			51.4846818	-0.1231531
			51.4847898	-0.1231467
			51.4848460	-0.1232007
			51.3548142	-0.0422139
			51.4988966	-0.1587330
			51.4989472	-0.1582560
			51.5020305	-0.1119444
			51.5021701	-0.1118000
			51.5024193	-0.1114138
			51.5027106	-0.1110171
			51.5028155	-0.1110675
			51.4857799	-0.1469510
			51.4503305	-0.1003545
			51.5044060	-0.0487728
			51.5061304	-0.0486164
Edinburgh Gate			51.5022862	-0.1622703
			51.5572692	-0.3623812
			51.5574132	-0.3621747
	give_way		51.5575270	-0.3624240
	crossing		51.5575085	-0.3621735
			51.3998838	0.0332259
			51.3924669	0.0022171
			51.5511908	-0.0163429
			51.4985645	0.0022307
			51.4983655	0.0025336
			51.4986991	0.0023907
			51.4983160	0.0024434
			51.5518997	-0.0121102
			51.5091395	-0.0071050
			51.5098028	-0.0068465
			51.5112938	-0.0070916
			51.5111707	-0.0071250
			51.5097984	-0.0068775
			51.5096098	-0.0068238
			51.5082585	-0.0076020
			51.3988885	-0.0734280
			51.5203467	-0.1461097
			51.5205407	-0.1468179
			51.5206287	-0.1468615
			51.5222473	-0.1632498
			51.5223133	-0.1628659
			51.5221836	-0.1630829
			51.5222014	-0.1629904
			51.5124431	-0.0401035
			51.5271308	-0.0366867
			51.5271374	-0.0366595
			51.5271810	-0.0365292
			51.5272624	-0.0368206
			51.5273444	-0.0367064
			51.5119914	-0.0345606
			51.6084837	-0.2096302
			51.5864512	-0.0026916
			51.5150693	-0.2175633
			51.4406771	-0.1040422
			51.5867882	-0.2205251
			51.5850030	-0.2193601
			51.5878634	-0.2200929
			51.5877872	-0.2205145
			51.5881635	-0.2207210
			51.5878571	-0.2205969
	crossing		51.5113939	-0.0069991
	traffic_signals		51.5114132	-0.0069712
	traffic_signals		51.5103070	-0.0069067
			51.5127982	-0.0081114
	traffic_signals		51.5129690	-0.0079944
			51.5131269	-0.0079421
			51.5130284	-0.0079662
			51.5133439	-0.0079101
			51.4919914	-0.1196274
			51.4914615	-0.1216986
			51.4915757	-0.1216413
			51.4918505	-0.1191770
			51.5092662	-0.0066699
			51.5091748	-0.0066183
			51.5090590	-0.0071349
	traffic_signals		51.4987199	0.0015001
			51.4973180	0.0022665
			51.4984518	0.0015778
			51.4951351	0.0047274
			51.4986381	0.0022626
			51.4966005	0.0021028
	traffic_signals		51.4982237	0.0016436
	traffic_signals		51.4978074	0.0017635
			51.4967119	0.0020608
	traffic_signals		51.4964585	0.0021752
			51.4975302	0.0026310
			51.4969589	0.0021965
			51.4971675	0.0023542
			51.4972608	0.0024674
			51.4955054	-0.4574178
			51.4988990	0.0014269
			51.4989871	0.0013908
			51.4974739	0.0026365
			51.4974081	0.0020664
			51.4970232	0.0022196
			51.5447123	-0.0318474
			51.5186411	-0.1025185
			51.5191465	-0.1029117
			51.4979015	0.0024954
			51.4921943	-0.1467416
			51.4627362	-0.1126921
			51.3885051	-0.0235242
			51.3885147	-0.0238121
			51.5158225	-0.2217911
			51.5157423	-0.2215693
			51.5113378	-0.1191067
			51.5367385	-0.3241596
	crossing		51.5367603	-0.3241628
			51.4752104	-0.1466041
			51.4750322	-0.1464643
			51.4748170	-0.1463890
			51.5491591	-0.0606418
			51.4639620	-0.1168169
			51.4639343	-0.1168373
			51.5135107	-0.1626430
			51.5339998	-0.1270543
			51.5619550	-0.2209549
			51.5316671	-0.2423820
			51.5317005	-0.2427682
			51.5318748	-0.2440672
			51.5316838	-0.2429077
			51.5316237	-0.2431115
			51.5315970	-0.2407539
			51.5316337	-0.2432349
			51.5315707	-0.2413484
			51.5316004	-0.2404025
			51.5316609	-0.2433891
			51.5317277	-0.2437217
			51.5316040	-0.2416645
			51.5315586	-0.2411481
			51.5865146	-0.0027955
			51.3928973	0.1390108
			51.3931859	0.1392766
			51.5140715	-0.1094181
			51.4686525	-0.0318300
			51.5065887	-0.0721576
			51.5065317	-0.0719267
			51.5214519	-0.1624473
			51.5213986	-0.1627414
			51.5215756	-0.1240462
			51.5216505	-0.1238707
			51.4977765	0.0598859
			51.4976959	0.0600843
			51.5390308	-0.1260817
			51.5386626	-0.1270568
			51.5385730	-0.1271893
		3.5	51.5311422	-0.2984511
			51.5328835	-0.3076334
			51.5768672	0.0336871
	traffic_signals		51.5447151	-0.0319340
			51.4703661	-0.1644511
			51.4704058	-0.1644405
			51.4704683	-0.1644199
			51.4705248	-0.1644180
			51.4682367	-0.1631905
			51.5731468	-0.0380432
			51.5732466	-0.0378532
			51.5732933	-0.0384137
			51.5733705	-0.0373058
			51.5733540	-0.0378216
			51.5732487	-0.0382227
			51.5732887	-0.0381782
			51.5733986	-0.0380246
			51.5734764	-0.0374724
			51.5734961	-0.0374108
			51.5735013	-0.0377262
			51.5735511	-0.0375074
			51.5602116	-0.3101995
			51.5601342	-0.3110257
			51.5602876	-0.3089986
			51.5602876	-0.3091327
			51.5601651	-0.3106954
Woolwich Ferry South Pier			51.4951557	0.0624525
			51.5125817	-0.0414403
			51.5126550	-0.0400086
			51.4802310	-0.0304565
			51.4802591	-0.0305176
			51.5560448	0.0184470
	crossing		51.4411942	0.1510568
			51.5729152	-0.0379456
	traffic_signals		51.5238948	-0.1433039
			51.5238912	-0.1431906
			51.5733594	-0.2968289
			51.5733625	-0.2966049
			51.5733640	-0.2954480
			51.5733662	-0.2963293
