name	highway	maxheight	@lat	@lon
			51.5198103	-0.1549563
			51.5198289	-0.1546322
			51.5198909	-0.1546621
			51.5336644	-0.1280419
			51.5339892	-0.1272106
			51.5336048	-0.1285248
			51.5339301	-0.1271416
			51.5215729	-0.1560470
			51.5215986	-0.1559187
			51.5149742	-0.1598564
			51.5149413	-0.1600606
			51.5158138	-0.1602612
			51.5157916	-0.1603830
			51.5193302	-0.1602479
			51.5275973	-0.0230130
	traffic_signals		51.5271953	-0.0783106
			51.5736902	-0.0151951
			51.5183250	-0.1668372
			51.5182478	-0.1666679
	traffic_signals		51.5339799	-0.1272445
			51.5339468	-0.1273521
			51.5196023	-0.1653498
			51.5195640	-0.1653763
			51.5195261	-0.1653790
			51.5196968	-0.1653052
			51.5198201	-0.1651685
			51.5197210	-0.1652784
			51.5339043	-0.1272574
			51.5336925	-0.1279839
			51.5629857	0.0095161
			51.5241753	-0.1613007
			51.5242727	-0.1613516
			51.5244453	-0.1614314
			51.5243766	-0.1614015
			51.5249575	-0.1609931
			51.5249781	-0.1608605
			51.5093323	-0.2245356
			51.5214339	-0.1644883
			51.5214856	-0.1643031
			51.5125182	-0.0414809
			51.5255352	-0.1629985
			51.5256780	-0.1631140
			51.5803490	-0.0726911
	traffic_signals		51.5799749	-0.0727641
	traffic_signals		51.5800601	-0.0727471
	traffic_signals		51.5419269	-0.1382650
	traffic_signals		51.4633578	-0.1147999
			51.3926590	0.0023694
			51.3925794	0.0021384
			51.3925271	0.0021793
			51.3926080	0.0024196
			51.3925522	0.0024579
			51.5640843	-0.0414444
			51.4851035	-0.2785237
			51.4651955	-0.0112007
			51.4991551	-0.1753817
			51.4992848	-0.1754038
			51.4993183	-0.1754099
			51.4986494	-0.1787113
			51.5559744	0.0182148
			51.5559801	0.0182630
			51.5736046	-0.0153139
			51.5160575	-0.1040083
			51.5160749	-0.1038441
			51.4073668	-0.2114338
			51.4074635	-0.2119012
			51.3930311	-0.0273855
			51.3933521	-0.0273691
			51.4089130	-0.2277088
			51.4089408	-0.2275678
			51.5021065	0.0300324
			51.4396344	0.1450970
			51.3859539	-0.0697634
			51.3858706	-0.0697104
			51.3859112	-0.0697392
			51.5162626	-0.1788978
			51.5480274	0.0214470
			51.5479602	0.0214801
	crossing		51.4978707	-0.1785546
			51.4916648	-0.1722228
			51.4917256	-0.1723106
			51.4912612	-0.1730890
			51.4911951	-0.1730117
			51.4177931	-0.1502786
			51.4177107	-0.1505157
			51.5419436	-0.1385033
			51.4589275	0.2005702
			51.5418982	-0.1356813
			51.5420142	-0.1358723
			51.4404683	-0.1251785
			51.4404802	-0.1252732
			51.4404552	-0.1250889
			51.5391197	-0.1258237
			51.5386414	-0.1270882
	traffic_signals		51.5469028	-0.0476622
			51.5468206	-0.0476642
			51.5096278	-0.2245395
			51.5518307	0.0252550
			51.4301024	-0.1292524
			51.4301735	-0.1292112
			51.5216826	-0.0924930
			51.5127195	-0.0399971
			51.3995462	-0.2014849
			51.5118649	-0.2161492
			51.5118211	-0.2163019
			51.5475167	-0.0477597
			51.5473679	-0.0478003
			51.5472888	-0.0478297
			51.5472528	-0.0478463
			51.5161000	-0.1786507
			51.4143662	-0.2149225
			51.4091574	-0.2142130
			51.5164697	-0.1657664
			51.5163861	-0.1656329
			51.5162624	-0.1654460
			51.5161985	-0.1653435
			51.5160471	-0.1651203
			51.5159809	-0.1650222
			51.5158496	-0.1648231
			51.5157865	-0.1647289
			51.5002468	-0.1948062
			51.5001542	-0.1947664
			51.5391943	0.0337345
			51.5151033	-0.1645098
			51.5151520	-0.1644258
			51.5220945	-0.1396767
			51.5221274	-0.1396001
	crossing		51.5174585	-0.0933553
	crossing		51.5175380	-0.0933581
	crossing		51.5176604	-0.0935081
			51.5175797	-0.0936504
	traffic_signals		51.5174595	-0.0932925
			51.5175672	-0.0935661
			51.5176723	-0.0935017
			51.4497806	-0.3303667
			51.5122269	-0.0401994
			51.5122912	-0.0401765
			51.5230780	-0.1344290
			51.5230139	-0.1345900
			51.6021430	-0.0707064
			51.6021512	-0.0705952
	traffic_signals		51.4849419	-0.1232286
			51.4882610	-0.2893329
			51.4687895	-0.0317408
			51.4783545	-0.0228447
			51.4785364	-0.0229020
			51.5433911	-0.0255796
			51.5434195	-0.0255724
			51.5433157	-0.0255725
			51.5170640	-0.1923794
			51.5170850	-0.1922324
			51.5417458	-0.1384236
			51.5419700	-0.1382356
			51.5115834	-0.1929961
			51.5115995	-0.1929028
			51.5621368	-0.4132080
			51.5618303	-0.4128512
			51.4976558	-0.1662657
			51.4977548	-0.1661167
	traffic_signals		51.5736881	-0.4132931
	crossing		51.5723475	-0.4124447
	crossing		51.5737195	-0.4133127
			51.5435982	-0.0254447
			51.5137904	-0.2008836
			51.5137491	-0.2009882
			51.5135785	-0.2006074
			51.5135220	-0.2007331
			51.5136471	-0.1149396
			51.5135420	-0.1151768
			51.4412351	0.1510032
			51.4652941	-0.0179829
			51.5180990	-0.2020193
			51.5181294	-0.2018952
			51.5663037	0.0024604
	crossing		51.4091699	-0.2141718
			51.5139035	-0.1093567
			51.5848475	-0.3619726
			51.4937108	-0.1630776
			51.4936880	-0.1631935
			51.5081967	-0.0507145
			51.5082156	-0.0507310
			51.5079980	-0.0507676
			51.5168794	-0.2139452
			51.5184242	-0.2245279
			51.5184607	-0.2244309
			51.5148714	-0.2160783
			51.5149890	-0.2169608
			51.5147997	-0.2100644
			51.5147408	-0.2101578
			51.5148232	-0.2157163
			51.4994040	-0.1980956
			51.4990268	-0.1753647
			51.4987274	-0.1786999
			51.4987428	-0.1786577
	give_way		51.5239825	-0.0603772
			51.5476159	-0.0476169
			51.5528095	0.0224457
			51.5527688	0.0222900
			51.5532915	0.0215559
			51.5532451	0.0214120
			51.5883538	-0.1123391
			51.5257806	-0.0565026
			51.5257503	-0.0567078
			51.5257348	-0.0568820
			51.4887676	-0.1652632
			51.4886648	-0.1651725
			51.5568437	0.0174242
			51.5492284	-0.0114894
			51.5487603	-0.0123729
			51.5488216	-0.0122571
			51.4910823	-0.1537329
			51.4905763	-0.1545543
			51.5061815	-0.0996146
			51.5464253	-0.1465587
			51.5463880	-0.1467056
	traffic_signals		51.5478621	-0.0477113
			51.5011747	-0.1625270
			51.5017932	-0.1622461
			51.5126675	-0.0989454
			51.5126679	-0.0990143
			51.5126674	-0.0990936
			51.5094000	-0.1565350
			51.5922978	-0.0701045
Shakespeare Road Modal Filter			51.4570302	-0.1055174
			51.5346142	-0.0216613
			51.5345327	-0.0216434
			51.5345054	-0.0216581
			51.5344986	-0.0216902
	traffic_signals		51.5109278	-0.0685667
			51.4036280	-0.2568043
			51.4981401	-0.1962016
			51.4981630	-0.1960810
			51.4817982	-0.3041119
			51.4816929	-0.3040751
			51.5620873	-0.4131438
			51.5518237	-0.0124899
			51.4789539	-0.0260777
			51.4910518	-0.1537872
			51.5523800	0.0235073
			51.5523408	0.0233606
			51.5214006	-0.0940751
			51.5213972	-0.0941381
			51.5213744	-0.0942481
			51.5881246	-0.1128561
			51.5733208	-0.0378583
			51.5729562	-0.0378367
			51.5732093	-0.0378648
	crossing		51.5734344	-0.0379207
			51.5733567	-0.0380882
			51.5735372	-0.0374548
			51.5731853	-0.0381481
			51.5735433	-0.0375741
			51.5731552	-0.0380954
	crossing		51.5731612	-0.0379390
			51.5730285	-0.0376501
	crossing		51.5729734	-0.0377784
			51.5184263	0.0323333
			51.5184250	0.0323987
			51.4945153	-0.1901566
			51.4945284	-0.1898630
			51.5478829	-0.0063360
			51.5478800	-0.0063324
			51.3221216	-0.1365672
			51.3221653	-0.1365069
			51.5214317	-0.1625589
			51.5435058	-0.0255152
			51.4984811	-0.1498771
			51.4985795	-0.1497246
			51.6726528	-0.0225471
	give_way		51.4639896	-0.1168096
			51.5366248	0.0079514
			51.4858134	-0.0972140
			51.4987166	-0.1787192
			51.4978446	-0.1785493
			51.5796345	-0.3526285
			51.5796558	-0.3526473
			51.5695844	0.1292351
			51.5692806	0.1293971
			51.5692709	0.1294462
			51.5692751	0.1295154
			51.5692973	0.1297074
			51.5693111	0.1297364
			51.5693278	0.1297453
			51.5693652	0.1297230
			51.5694004	0.1297165
			51.5694337	0.1297003
			51.5693709	0.1293272
			51.5692715	0.1294148
			51.5017686	-0.1590698
			51.5017237	-0.1586352
			51.4988339	-0.1593241
			51.4988481	-0.1591899
			51.4295829	-0.1731554
			51.4295215	-0.1730521
			51.4295645	-0.1731211
			51.4977121	0.0602579
			51.5519160	0.0252749
			51.4563151	0.2005863
			51.4636199	-0.3054482
			51.5393092	-0.0472824
			51.5393793	-0.0471548
			51.5473168	-0.0461387
			51.5481573	-0.1465297
			51.5481206	-0.1466350
			51.5481377	-0.1465861
			51.5485997	-0.1467825
			51.5485931	-0.1467986
			51.5477685	0.0176875
			51.5476332	0.0177476
			51.4941371	-0.1638726
	give_way		51.4144523	-0.1293829
			51.5693980	0.1293166
		7'0	51.5695282	0.1292597
			51.5487817	-0.1470955
	traffic_signals		51.6251820	-0.0611948
	crossing		51.6251747	-0.0611585
	traffic_signals		51.6251655	-0.0611227
			51.3993728	-0.0743955
			51.5236219	-0.1323207
			51.5235410	-0.1325147
			51.4056374	-0.1640279
	crossing		51.4055587	-0.1640290
	traffic_signals		51.4056773	-0.1640287
			51.4054548	-0.1641196
			51.5568157	0.0173975
			51.4502812	-0.1000349
			51.5165327	-0.2134385
			51.4841050	-0.1767676
			51.5270943	-0.1162076
			51.5270396	-0.1164204
			51.5269286	-0.1163547
			51.5271412	-0.1159967
			51.5076437	0.0402281
			51.4538677	-0.0039485
			51.5076456	0.0401836
			51.5471903	-0.0443867
			51.5470611	-0.0443000
			51.4742931	-0.4866307
			51.4742981	-0.4865465
			51.4743140	-0.4818000
			51.4743065	-0.4817150
			51.4742992	-0.4816743
			51.4742756	-0.4815852
			51.4742336	-0.4814940
			51.4741859	-0.4814274
			51.4741273	-0.4813774
			51.4740645	-0.4813521
	traffic_signals		51.5140225	-0.1093980
			51.4626151	-0.1128635
			51.4631753	-0.1126409
			51.6706640	-0.0173797
			51.6707901	-0.0173141
